loss,accuracy,val_loss,val_accuracy
5.105767726898193,0.4299889802932739,1.4004985094070437,0.1891891956329345
0.997509241104126,0.5567805767059326,1.614884853363037,0.2657657563686371
1.0860097408294678,0.6593164205551147,2.1348555088043213,0.1891891956329345
1.5744022130966189,0.6471885442733765,8.375532150268555,0.522522509098053
0.7080579400062561,0.6857773065567017,0.7717812061309814,0.6531531810760498
0.6186107397079468,0.7331863045692444,0.7480214238166809,0.6711711883544922
0.6633727550506592,0.7453142404556274,0.6387298107147217,0.6891891956329346
0.4858551919460296,0.8070562481880188,0.4669385254383087,0.8423423171043396
1.8078104257583616,0.7916207313537598,0.5283644199371338,0.7882882952690125
1.026057243347168,0.8169790506362915,0.7653175592422485,0.7117117047309875
1.105468511581421,0.8202866315841675,0.6741387844085693,0.7252252101898193
0.5188751816749573,0.830209493637085,0.485334575176239,0.837837815284729
0.4065711498260498,0.8500550985336304,0.4453115165233612,0.837837815284729
0.3718026578426361,0.8621830344200134,1.0415862798690796,0.6576576828956604
0.3658704459667206,0.8886438608169556,0.878147304058075,0.7252252101898193
0.3319741487503052,0.8842337131500244,0.3561261892318725,0.869369387626648
0.3797101080417633,0.8886438608169556,2.067301034927368,0.6531531810760498
0.3418141603469848,0.88643878698349,2.066523790359497,0.630630612373352
0.2589719593524933,0.9040793776512146,1.0788487195968628,0.684684693813324
0.2316817641258239,0.9228224754333496,1.1685208082199097,0.7117117047309875
0.58758944272995,0.9029768705368042,0.4082852602005005,0.8603603839874268
0.2626335620880127,0.9007717967033386,0.6391361951828003,0.792792797088623
0.3188007771968841,0.898566722869873,1.3244447708129885,0.5675675868988037
0.2726597785949707,0.9062844514846802,0.3947532176971435,0.8828828930854797
0.1936628073453903,0.9360529184341432,0.317044585943222,0.8828828930854797
0.1841516941785812,0.9272326231002808,1.283449649810791,0.6711711883544922
0.2252314835786819,0.9217199683189392,2.386542797088623,0.6171171069145203
0.1893002241849899,0.9382579922676086,1.293513298034668,0.7207207083702087
0.2786840796470642,0.9151047468185424,0.898438036441803,0.7477477192878723
0.2477649301290512,0.9162072539329528,0.4792084693908691,0.8243243098258972
0.1791104972362518,0.9349504113197328,1.3210786581039429,0.662162184715271
0.1731516718864441,0.9327453374862672,0.3066717386245727,0.9189189076423644
0.1770519316196441,0.9415655732154846,1.223540425300598,0.7162162065505981
0.2092719227075576,0.928335189819336,1.408360481262207,0.6666666865348816
0.288982480764389,0.9349504113197328,1.8812659978866575,0.6486486196517944
0.4021136164665222,0.9084895253181458,1.07381272315979,0.7567567825317383
0.2144757956266403,0.928335189819336,1.7009917497634888,0.6936936974525452
0.1712019443511963,0.9437706470489502,0.7041425704956055,0.7972972989082336
0.2004993557929992,0.9294376969337464,0.6901007294654846,0.8198198080062866
0.3302510678768158,0.928335189819336,0.3904232978820801,0.9054054021835328
0.1899688094854354,0.9338478446006776,0.3512012064456939,0.8963963985443115
0.1939113736152649,0.9393605589866638,1.7183091640472412,0.6936936974525452
0.1718556433916092,0.9338478446006776,0.4336722195148468,0.8783783912658691
0.1433289498090744,0.951488435268402,0.2650357484817505,0.9324324131011964
0.1780163347721099,0.9360529184341432,0.2308474332094192,0.9234234094619752
0.1444502472877502,0.9426681399345398,0.3308015167713165,0.9054054021835328
0.1046336740255355,0.9680264592170716,0.2396315783262252,0.9369369149208068
0.3632726669311523,0.9261301159858704,9.074734687805176,0.4954954981803894
0.2170231789350509,0.9151047468185424,0.916644811630249,0.7612612843513489
0.1935342252254486,0.9371554851531982,0.5495970249176025,0.8333333134651184
0.1589621305465698,0.9415655732154846,0.843413770198822,0.7702702879905701
0.2845209538936615,0.9217199683189392,2.179689645767212,0.6081081032752991
0.1649006605148315,0.9437706470489502,2.0429799556732178,0.6531531810760498
0.1299593150615692,0.951488435268402,1.8517770767211916,0.6936936974525452
0.1178729310631752,0.9570010900497437,0.7956371903419495,0.8198198080062866
0.1319437623023986,0.9558985829353333,0.4381977915763855,0.869369387626648
0.168074756860733,0.9437706470489502,1.2907158136367798,0.7207207083702087
0.1428256928920745,0.9481807947158812,2.6168100833892822,0.6486486196517944
0.1290854215621948,0.9492833614349364,1.828608751296997,0.7252252101898193
0.103888526558876,0.9680264592170716,0.4903533160686493,0.869369387626648
0.1201672628521919,0.9614112377166748,0.4485292732715606,0.8783783912658691
0.1298416405916214,0.951488435268402,0.7182134389877319,0.7837837934494019
0.1261018067598343,0.9581036567687988,0.5286315679550171,0.8423423171043396
0.1622817516326904,0.951488435268402,1.9016562700271609,0.6036036014556885
0.2347769439220428,0.9360529184341432,1.0824496746063232,0.7207207083702087
0.1287118792533874,0.9536935091018676,0.7727736830711365,0.7792792916297913
0.1299925446510315,0.9492833614349364,0.4094336926937103,0.8783783912658691
0.1149137690663337,0.9525909423828124,1.364660143852234,0.7387387156486511
0.1032810658216476,0.965821385383606,0.3046074211597442,0.9279279112815856
0.0644810646772384,0.9779492616653442,0.4251767098903656,0.8918918967247009
